date,year,severity_label,road_type_label,area_label,hour
2020-05-18 13:37:42.826282632,2020,Slight,Single carriageway,Urban,15
2020-05-18 18:00:32.403240320,2020,Slight,Roundabout,Rural,7
2020-05-18 22:23:21.980198016,2020,Serious,Single carriageway,Rural,3
2020-05-19 02:46:11.557155712,2020,Slight,Single carriageway,Rural,20
2020-05-19 07:09:01.134113408,2020,Slight,Dual carriageway,Urban,21
2020-05-19 11:31:50.711071104,2020,Slight,Single carriageway,Urban,4
2020-05-19 15:54:40.288028800,2020,Serious,Single carriageway,Urban,5
2020-05-19 20:17:29.864986496,2020,Slight,Single carriageway,Rural,0
2020-05-20 00:40:19.441944192,2020,Slight,Single carriageway,Rural,16
2020-05-20 05:03:09.018901888,2020,Serious,Dual carriageway,Urban,21
2020-05-20 09:25:58.595859584,2020,Fatal,Single carriageway,Urban,5
2020-05-20 13:48:48.172817280,2020,Slight,Single carriageway,Urban,10
2020-05-20 18:11:37.749774976,2020,Serious,Single carriageway,Urban,16
2020-05-20 22:34:27.326732672,2020,Serious,Dual carriageway,Urban,10
2020-05-21 02:57:16.903690368,2020,Slight,Single carriageway,Urban,18
2020-05-21 07:20:06.480648064,2020,Serious,Single carriageway,Urban,18
2020-05-21 11:42:56.057605760,2020,Slight,Single carriageway,Urban,17
2020-05-21 16:05:45.634563456,2020,Slight,Single carriageway,Rural,17
2020-05-21 20:28:35.211521152,2020,Slight,Single carriageway,Urban,10
2020-05-22 00:51:24.788478848,2020,Slight,Single carriageway,Urban,9
2020-05-22 05:14:14.365436544,2020,Slight,Dual carriageway,Rural,14
2020-05-22 09:37:03.942394240,2020,Slight,Single carriageway,Urban,2
2020-05-22 13:59:53.519351936,2020,Slight,Dual carriageway,Urban,14
2020-05-22 18:22:43.096309632,2020,Slight,Single carriageway,Rural,0
2020-05-22 22:45:32.673267328,2020,Slight,Single carriageway,Urban,17
2020-05-23 03:08:22.250225024,2020,Slight,Single carriageway,Urban,14
2020-05-23 07:31:11.827182720,2020,Slight,Single carriageway,Urban,11
2020-05-23 11:54:01.404140416,2020,Slight,Dual carriageway,Urban,7
2020-05-23 16:16:50.981098112,2020,Slight,Dual carriageway,Urban,12
2020-05-23 20:39:40.558055808,2020,Serious,Dual carriageway,Rural,15
2020-05-24 01:02:30.135013504,2020,Slight,Single carriageway,Urban,16
2020-05-24 05:25:19.711971200,2020,Serious,Dual carriageway,Urban,22
2020-05-24 09:48:09.288928896,2020,Slight,Single carriageway,Rural,4
2020-05-24 14:10:58.865886592,2020,Slight,Single carriageway,Urban,1
2020-05-24 18:33:48.442844288,2020,Fatal,Single carriageway,Urban,15
2020-05-24 22:56:38.019801984,2020,Serious,Single carriageway,Urban,3
2020-05-25 03:19:27.596759672,2020,Slight,Dual carriageway,Urban,3
2020-05-25 07:42:17.173717368,2020,Slight,Roundabout,Rural,6
2020-05-25 12:05:06.750675064,2020,Slight,Single carriageway,Rural,17
2020-05-25 16:27:56.327632760,2020,Slight,Single carriageway,Urban,1
2020-05-25 20:50:45.904590456,2020,Serious,Dual carriageway,Urban,9
2020-05-26 01:13:35.481548152,2020,Fatal,One way street,Urban,2
2020-05-26 05:36:25.058505848,2020,Slight,Dual carriageway,Rural,20
2020-05-26 09:59:14.635463544,2020,Slight,Single carriageway,Urban,18
2020-05-26 14:22:04.212421240,2020,Slight,Single carriageway,Rural,2
2020-05-26 18:44:53.789378936,2020,Slight,Dual carriageway,Urban,6
2020-05-26 23:07:43.366336632,2020,Slight,Single carriageway,Urban,11
2020-05-27 03:30:32.943294328,2020,Slight,One way street,Rural,10
2020-05-27 07:53:22.520252024,2020,Slight,One way street,Rural,4
2020-05-27 12:16:12.097209720,2020,Slight,One way street,Urban,11
2020-05-27 16:39:01.674167416,2020,Slight,Single carriageway,Urban,20
2020-05-27 21:01:51.251125112,2020,Slight,Dual carriageway,Rural,5
2020-05-28 01:24:40.828082808,2020,Serious,Dual carriageway,Rural,3
2020-05-28 05:47:30.405040504,2020,Slight,Single carriageway,Urban,9
2020-05-28 10:10:19.981998200,2020,Slight,Single carriageway,Urban,11
2020-05-28 14:33:09.558955896,2020,Slight,Single carriageway,Rural,6
2020-05-28 18:55:59.135913592,2020,Slight,Single carriageway,Urban,2
2020-05-28 23:18:48.712871288,2020,Slight,One way street,Urban,2
2020-05-29 03:41:38.289828984,2020,Slight,Roundabout,Urban,19
2020-05-29 08:04:27.866786680,2020,Slight,Single carriageway,Rural,3
2020-05-29 12:27:17.443744376,2020,Serious,Single carriageway,Urban,6
2020-05-29 16:50:07.020702072,2020,Slight,Single carriageway,Urban,18
2020-05-29 21:12:56.597659768,2020,Slight,Single carriageway,Urban,14
2020-05-30 01:35:46.174617464,2020,Slight,Single carriageway,Urban,0
2020-05-30 05:58:35.751575160,2020,Fatal,Dual carriageway,Rural,4
2020-05-30 10:21:25.328532856,2020,Fatal,Dual carriageway,Urban,11
2020-05-30 14:44:14.905490552,2020,Slight,Roundabout,Rural,8
2020-05-30 19:07:04.482448248,2020,Slight,Roundabout,Urban,23
2020-05-30 23:29:54.059405944,2020,Slight,Single carriageway,Urban,2
2020-05-31 03:52:43.636363640,2020,Serious,Dual carriageway,Urban,0
2020-05-31 08:15:33.213321336,2020,Slight,Single carriageway,Urban,13
2020-05-31 12:38:22.790279024,2020,Slight,Single carriageway,Rural,23
2020-05-31 17:01:12.367236720,2020,Slight,Single carriageway,Rural,0
2020-05-31 21:24:01.944194416,2020,Slight,Single carriageway,Urban,19
2020-06-01 01:46:51.521152112,2020,Serious,Single carriageway,Urban,23
2020-06-01 06:09:41.098109808,2020,Slight,Single carriageway,Rural,9
2020-06-01 10:32:30.675067504,2020,Slight,Single carriageway,Urban,9
2020-06-01 14:55:20.252025200,2020,Slight,One way street,Rural,23
2020-06-01 19:18:09.828982896,2020,Slight,Single carriageway,Urban,15
2020-06-01 23:40:59.405940592,2020,Slight,Single carriageway,Urban,13
2020-06-02 04:03:48.982898288,2020,Slight,One way street,Urban,6
2020-06-02 08:26:38.559855984,2020,Serious,Single carriageway,Urban,22
2020-06-02 12:49:28.136813680,2020,Slight,Single carriageway,Rural,6
2020-06-02 17:12:17.713771376,2020,Slight,One way street,Rural,9
2020-06-02 21:35:07.290729072,2020,Slight,Single carriageway,Rural,20
2020-06-03 01:57:56.867686768,2020,Slight,Single carriageway,Rural,12
2020-06-03 06:20:46.444644464,2020,Slight,Single carriageway,Rural,18
2020-06-03 10:43:36.021602160,2020,Slight,Single carriageway,Rural,23
2020-06-03 15:06:25.598559856,2020,Slight,Dual carriageway,Urban,15
2020-06-03 19:29:15.175517552,2020,Serious,Single carriageway,Rural,3
2020-06-03 23:52:04.752475248,2020,Slight,Dual carriageway,Urban,18
2020-06-04 04:14:54.329432944,2020,Slight,Dual carriageway,Urban,14
2020-06-04 08:37:43.906390640,2020,Slight,One way street,Urban,4
2020-06-04 13:00:33.483348336,2020,Serious,Single carriageway,Urban,2
2020-06-04 17:23:23.060306032,2020,Slight,Single carriageway,Urban,22
2020-06-04 21:46:12.637263728,2020,Serious,One way street,Urban,2
2020-06-05 02:09:02.214221424,2020,Serious,Dual carriageway,Urban,10
2020-06-05 06:31:51.791179120,2020,Slight,Single carriageway,Urban,23
2020-06-05 10:54:41.368136816,2020,Slight,Single carriageway,Rural,20
2020-06-05 15:17:30.945094512,2020,Slight,Dual carriageway,Rural,20
2020-06-05 19:40:20.522052208,2020,Slight,Single carriageway,Urban,17
2020-06-06 00:03:10.099009904,2020,Slight,Single carriageway,Rural,11
2020-06-06 04:25:59.675967600,2020,Slight,Roundabout,Rural,6
2020-06-06 08:48:49.252925296,2020,Slight,Single carriageway,Rural,21
2020-06-06 13:11:38.829882992,2020,Slight,Single carriageway,Urban,13
2020-06-06 17:34:28.406840680,2020,Slight,Dual carriageway,Urban,9
2020-06-06 21:57:17.983798376,2020,Slight,Roundabout,Urban,23
2020-06-07 02:20:07.560756072,2020,Slight,Single carriageway,Rural,8
2020-06-07 06:42:57.137713768,2020,Slight,Dual carriageway,Urban,0
2020-06-07 11:05:46.714671464,2020,Serious,Single carriageway,Rural,14
2020-06-07 15:28:36.291629160,2020,Slight,Single carriageway,Rural,10
2020-06-07 19:51:25.868586856,2020,Slight,One way street,Rural,14
2020-06-08 00:14:15.445544552,2020,Slight,Single carriageway,Urban,14
2020-06-08 04:37:05.022502248,2020,Slight,Single carriageway,Rural,15
2020-06-08 08:59:54.599459944,2020,Slight,Dual carriageway,Rural,8
2020-06-08 13:22:44.176417640,2020,Slight,Single carriageway,Urban,6
2020-06-08 17:45:33.753375336,2020,Slight,Single carriageway,Rural,7
2020-06-08 22:08:23.330333032,2020,Slight,Dual carriageway,Urban,23
2020-06-09 02:31:12.907290728,2020,Slight,Single carriageway,Urban,17
2020-06-09 06:54:02.484248424,2020,Slight,Dual carriageway,Rural,9
2020-06-09 11:16:52.061206120,2020,Slight,Single carriageway,Urban,21
2020-06-09 15:39:41.638163816,2020,Slight,Single carriageway,Urban,18
2020-06-09 20:02:31.215121512,2020,Slight,Dual carriageway,Rural,12
2020-06-10 00:25:20.792079208,2020,Slight,Single carriageway,Urban,19
2020-06-10 04:48:10.369036904,2020,Slight,Roundabout,Urban,22
2020-06-10 09:10:59.945994600,2020,Slight,One way street,Urban,13
2020-06-10 13:33:49.522952296,2020,Slight,Roundabout,Urban,2
2020-06-10 17:56:39.099909992,2020,Slight,Single carriageway,Urban,10
2020-06-10 22:19:28.676867688,2020,Serious,Single carriageway,Urban,5
2020-06-11 02:42:18.253825384,2020,Slight,Roundabout,Rural,16
2020-06-11 07:05:07.830783080,2020,Slight,Single carriageway,Urban,2
2020-06-11 11:27:57.407740776,2020,Slight,Dual carriageway,Urban,11
2020-06-11 15:50:46.984698472,2020,Fatal,Roundabout,Urban,10
2020-06-11 20:13:36.561656168,2020,Slight,Single carriageway,Urban,9
2020-06-12 00:36:26.138613864,2020,Slight,Single carriageway,Urban,15
2020-06-12 04:59:15.715571560,2020,Fatal,Dual carriageway,Urban,13
2020-06-12 09:22:05.292529256,2020,Slight,Single carriageway,Urban,4
2020-06-12 13:44:54.869486952,2020,Fatal,Single carriageway,Urban,19
2020-06-12 18:07:44.446444648,2020,Slight,Single carriageway,Urban,10
2020-06-12 22:30:34.023402344,2020,Slight,Dual carriageway,Urban,3
2020-06-13 02:53:23.600360032,2020,Slight,Single carriageway,Urban,16
2020-06-13 07:16:13.177317728,2020,Slight,Single carriageway,Urban,9
2020-06-13 11:39:02.754275424,2020,Serious,Dual carriageway,Urban,15
2020-06-13 16:01:52.331233120,2020,Slight,Dual carriageway,Urban,18
2020-06-13 20:24:41.908190816,2020,Fatal,One way street,Rural,15
2020-06-14 00:47:31.485148512,2020,Slight,Single carriageway,Urban,22
2020-06-14 05:10:21.062106208,2020,Slight,Roundabout,Urban,14
2020-06-14 09:33:10.639063904,2020,Fatal,Dual carriageway,Urban,9
2020-06-14 13:56:00.216021600,2020,Slight,Dual carriageway,Urban,23
2020-06-14 18:18:49.792979296,2020,Serious,Single carriageway,Urban,12
2020-06-14 22:41:39.369936992,2020,Slight,Single carriageway,Urban,17
2020-06-15 03:04:28.946894688,2020,Slight,Single carriageway,Urban,7
2020-06-15 07:27:18.523852384,2020,Slight,Single carriageway,Urban,21
2020-06-15 11:50:08.100810080,2020,Slight,Single carriageway,Urban,22
2020-06-15 16:12:57.677767776,2020,Slight,One way street,Rural,22
2020-06-15 20:35:47.254725472,2020,Slight,Single carriageway,Rural,9
2020-06-16 00:58:36.831683168,2020,Slight,One way street,Urban,20
2020-06-16 05:21:26.408640864,2020,Slight,Single carriageway,Rural,16
2020-06-16 09:44:15.985598560,2020,Serious,Roundabout,Urban,2
2020-06-16 14:07:05.562556256,2020,Slight,Single carriageway,Urban,22
2020-06-16 18:29:55.139513952,2020,Slight,Dual carriageway,Urban,12
2020-06-16 22:52:44.716471648,2020,Fatal,Single carriageway,Rural,12
2020-06-17 03:15:34.293429344,2020,Slight,One way street,Urban,9
2020-06-17 07:38:23.870387040,2020,Slight,Single carriageway,Rural,20
2020-06-17 12:01:13.447344736,2020,Slight,Single carriageway,Urban,2
2020-06-17 16:24:03.024302432,2020,Slight,One way street,Urban,9
2020-06-17 20:46:52.601260128,2020,Slight,Single carriageway,Urban,13
2020-06-18 01:09:42.178217824,2020,Slight,Dual carriageway,Urban,4
2020-06-18 05:32:31.755175520,2020,Slight,Single carriageway,Rural,5
2020-06-18 09:55:21.332133216,2020,Slight,Single carriageway,Urban,14
2020-06-18 14:18:10.909090912,2020,Slight,Single carriageway,Urban,13
2020-06-18 18:41:00.486048608,2020,Slight,Single carriageway,Urban,19
2020-06-18 23:03:50.063006304,2020,Slight,Single carriageway,Rural,19
2020-06-19 03:26:39.639964000,2020,Slight,Single carriageway,Rural,0
2020-06-19 07:49:29.216921696,2020,Serious,Dual carriageway,Urban,9
2020-06-19 12:12:18.793879384,2020,Slight,One way street,Urban,20
2020-06-19 16:35:08.370837080,2020,Slight,Single carriageway,Urban,22
2020-06-19 20:57:57.947794776,2020,Slight,Single carriageway,Urban,2
2020-06-20 01:20:47.524752472,2020,Slight,Single carriageway,Urban,18
2020-06-20 05:43:37.101710168,2020,Slight,Dual carriageway,Rural,5
2020-06-20 10:06:26.678667864,2020,Slight,Single carriageway,Urban,19
2020-06-20 14:29:16.255625560,2020,Fatal,Dual carriageway,Urban,10
2020-06-20 18:52:05.832583256,2020,Slight,Single carriageway,Urban,2
2020-06-20 23:14:55.409540952,2020,Serious,Dual carriageway,Urban,4
2020-06-21 03:37:44.986498648,2020,Slight,Roundabout,Urban,22
2020-06-21 08:00:34.563456344,2020,Slight,Single carriageway,Rural,18
2020-06-21 12:23:24.140414040,2020,Slight,Single carriageway,Urban,0
2020-06-21 16:46:13.717371736,2020,Slight,Single carriageway,Urban,22
2020-06-21 21:09:03.294329432,2020,Serious,Single carriageway,Urban,20
2020-06-22 01:31:52.871287128,2020,Fatal,Single carriageway,Urban,13
2020-06-22 05:54:42.448244824,2020,Serious,Roundabout,Rural,0
2020-06-22 10:17:32.025202520,2020,Slight,Single carriageway,Rural,10
2020-06-22 14:40:21.602160216,2020,Serious,Single carriageway,Rural,3
2020-06-22 19:03:11.179117912,2020,Slight,Single carriageway,Rural,8
2020-06-22 23:26:00.756075608,2020,Serious,Single carriageway,Rural,7
2020-06-23 03:48:50.333033304,2020,Slight,One way street,Urban,17
2020-06-23 08:11:39.909991000,2020,Slight,Single carriageway,Urban,17
2020-06-23 12:34:29.486948696,2020,Slight,Single carriageway,Rural,4
2020-06-23 16:57:19.063906392,2020,Slight,Single carriageway,Urban,21
2020-06-23 21:20:08.640864088,2020,Slight,One way street,Urban,16
2020-06-24 01:42:58.217821784,2020,Serious,Roundabout,Rural,15
2020-06-24 06:05:47.794779480,2020,Serious,Single carriageway,Urban,18
2020-06-24 10:28:37.371737176,2020,Fatal,Dual carriageway,Urban,17
2020-06-24 14:51:26.948694872,2020,Slight,Dual carriageway,Urban,18
2020-06-24 19:14:16.525652568,2020,Slight,Dual carriageway,Urban,6
2020-06-24 23:37:06.102610264,2020,Slight,Single carriageway,Urban,16
2020-06-25 03:59:55.679567960,2020,Slight,Dual carriageway,Urban,23
2020-06-25 08:22:45.256525656,2020,Slight,Single carriageway,Urban,18
2020-06-25 12:45:34.833483352,2020,Slight,Single carriageway,Urban,9
2020-06-25 17:08:24.410441040,2020,Slight,Single carriageway,Urban,15
2020-06-25 21:31:13.987398736,2020,Slight,Single carriageway,Urban,21
2020-06-26 01:54:03.564356432,2020,Slight,Single carriageway,Urban,15
2020-06-26 06:16:53.141314128,2020,Slight,Single carriageway,Urban,18
2020-06-26 10:39:42.718271824,2020,Slight,Roundabout,Urban,21
2020-06-26 15:02:32.295229520,2020,Serious,Roundabout,Urban,8
2020-06-26 19:25:21.872187216,2020,Slight,Single carriageway,Rural,8
2020-06-26 23:48:11.449144912,2020,Serious,Single carriageway,Urban,8
2020-06-27 04:11:01.026102608,2020,Slight,Dual carriageway,Urban,8
2020-06-27 08:33:50.603060304,2020,Slight,Single carriageway,Urban,16
2020-06-27 12:56:40.180018000,2020,Slight,Single carriageway,Urban,11
2020-06-27 17:19:29.756975696,2020,Serious,Roundabout,Urban,22
2020-06-27 21:42:19.333933392,2020,Slight,Single carriageway,Rural,16
2020-06-28 02:05:08.910891088,2020,Slight,Single carriageway,Rural,16
2020-06-28 06:27:58.487848784,2020,Slight,Dual carriageway,Rural,22
2020-06-28 10:50:48.064806480,2020,Slight,Dual carriageway,Urban,20
2020-06-28 15:13:37.641764176,2020,Slight,Single carriageway,Rural,0
2020-06-28 19:36:27.218721872,2020,Slight,Dual carriageway,Rural,23
2020-06-28 23:59:16.795679568,2020,Slight,One way street,Urban,21
2020-06-29 04:22:06.372637264,2020,Slight,Single carriageway,Urban,7
2020-06-29 08:44:55.949594960,2020,Slight,Dual carriageway,Urban,5
2020-06-29 13:07:45.526552656,2020,Slight,Single carriageway,Urban,12
2020-06-29 17:30:35.103510352,2020,Serious,Single carriageway,Urban,23
2020-06-29 21:53:24.680468048,2020,Serious,Single carriageway,Urban,14
2020-06-30 02:16:14.257425744,2020,Slight,Single carriageway,Rural,13
2020-06-30 06:39:03.834383440,2020,Slight,Single carriageway,Urban,5
2020-06-30 11:01:53.411341136,2020,Slight,Roundabout,Rural,21
2020-06-30 15:24:42.988298832,2020,Slight,Single carriageway,Urban,19
2020-06-30 19:47:32.565256528,2020,Slight,Roundabout,Urban,1
2020-07-01 00:10:22.142214224,2020,Slight,Single carriageway,Rural,6
2020-07-01 04:33:11.719171920,2020,Fatal,Roundabout,Urban,21
2020-07-01 08:56:01.296129616,2020,Slight,Single carriageway,Rural,16
2020-07-01 13:18:50.873087312,2020,Serious,Single carriageway,Rural,9
2020-07-01 17:41:40.450045008,2020,Slight,Dual carriageway,Urban,12
2020-07-01 22:04:30.027002704,2020,Slight,Dual carriageway,Urban,3
2020-07-02 02:27:19.603960392,2020,Slight,Single carriageway,Urban,20
2020-07-02 06:50:09.180918088,2020,Slight,Single carriageway,Urban,15
2020-07-02 11:12:58.757875784,2020,Serious,Single carriageway,Rural,12
2020-07-02 15:35:48.334833480,2020,Slight,Single carriageway,Rural,14
2020-07-02 19:58:37.911791176,2020,Slight,Single carriageway,Urban,14
2020-07-03 00:21:27.488748872,2020,Slight,Dual carriageway,Rural,10
2020-07-03 04:44:17.065706568,2020,Serious,Single carriageway,Rural,4
2020-07-03 09:07:06.642664264,2020,Slight,Single carriageway,Urban,11
2020-07-03 13:29:56.219621960,2020,Serious,Dual carriageway,Urban,19
2020-07-03 17:52:45.796579656,2020,Serious,One way street,Rural,1
2020-07-03 22:15:35.373537352,2020,Slight,Single carriageway,Rural,9
2020-07-04 02:38:24.950495048,2020,Slight,Single carriageway,Urban,19
2020-07-04 07:01:14.527452744,2020,Slight,Single carriageway,Urban,13
2020-07-04 11:24:04.104410440,2020,Serious,Dual carriageway,Urban,0
2020-07-04 15:46:53.681368136,2020,Slight,Single carriageway,Urban,20
2020-07-04 20:09:43.258325832,2020,Slight,Single carriageway,Urban,1
2020-07-05 00:32:32.835283528,2020,Slight,Single carriageway,Urban,11
2020-07-05 04:55:22.412241224,2020,Slight,Roundabout,Rural,2
2020-07-05 09:18:11.989198920,2020,Slight,Single carriageway,Urban,6
2020-07-05 13:41:01.566156616,2020,Slight,Dual carriageway,Rural,9
2020-07-05 18:03:51.143114312,2020,Slight,Single carriageway,Urban,6
2020-07-05 22:26:40.720072008,2020,Slight,Single carriageway,Urban,21
2020-07-06 02:49:30.297029704,2020,Slight,Single carriageway,Urban,13
2020-07-06 07:12:19.873987400,2020,Slight,Single carriageway,Urban,8
2020-07-06 11:35:09.450945096,2020,Serious,Single carriageway,Rural,6
2020-07-06 15:57:59.027902792,2020,Slight,Single carriageway,Urban,11
2020-07-06 20:20:48.604860488,2020,Slight,Single carriageway,Urban,8
2020-07-07 00:43:38.181818184,2020,Serious,Single carriageway,Rural,19
2020-07-07 05:06:27.758775880,2020,Slight,Single carriageway,Rural,5
2020-07-07 09:29:17.335733576,2020,Slight,Single carriageway,Urban,16
2020-07-07 13:52:06.912691272,2020,Slight,Single carriageway,Urban,10
2020-07-07 18:14:56.489648968,2020,Fatal,Single carriageway,Urban,6
2020-07-07 22:37:46.066606664,2020,Slight,Dual carriageway,Urban,11
2020-07-08 03:00:35.643564360,2020,Slight,One way street,Rural,2
2020-07-08 07:23:25.220522056,2020,Slight,Dual carriageway,Urban,12
2020-07-08 11:46:14.797479744,2020,Slight,Single carriageway,Urban,17
2020-07-08 16:09:04.374437440,2020,Slight,One way street,Urban,14
2020-07-08 20:31:53.951395136,2020,Slight,One way street,Urban,0
2020-07-09 00:54:43.528352832,2020,Serious,Single carriageway,Urban,14
2020-07-09 05:17:33.105310528,2020,Serious,Single carriageway,Urban,0
2020-07-09 09:40:22.682268224,2020,Slight,Dual carriageway,Rural,8
2020-07-09 14:03:12.259225920,2020,Slight,One way street,Rural,15
2020-07-09 18:26:01.836183616,2020,Fatal,Dual carriageway,Rural,21
2020-07-09 22:48:51.413141312,2020,Slight,Dual carriageway,Urban,23
2020-07-10 03:11:40.990099008,2020,Slight,Dual carriageway,Urban,12
2020-07-10 07:34:30.567056704,2020,Serious,One way street,Rural,5
2020-07-10 11:57:20.144014400,2020,Slight,Single carriageway,Urban,19
2020-07-10 16:20:09.720972096,2020,Serious,Single carriageway,Urban,8
2020-07-10 20:42:59.297929792,2020,Slight,Roundabout,Rural,13
2020-07-11 01:05:48.874887488,2020,Slight,Single carriageway,Rural,4
2020-07-11 05:28:38.451845184,2020,Serious,Single carriageway,Rural,8
2020-07-11 09:51:28.028802880,2020,Slight,Single carriageway,Urban,11
2020-07-11 14:14:17.605760576,2020,Slight,Single carriageway,Urban,17
2020-07-11 18:37:07.182718272,2020,Slight,Single carriageway,Urban,21
2020-07-11 22:59:56.759675968,2020,Slight,Single carriageway,Urban,4
2020-07-12 03:22:46.336633664,2020,Slight,Single carriageway,Urban,13
2020-07-12 07:45:35.913591360,2020,Slight,Single carriageway,Rural,23
2020-07-12 12:08:25.490549056,2020,Slight,Single carriageway,Urban,0
2020-07-12 16:31:15.067506752,2020,Slight,One way street,Urban,13
2020-07-12 20:54:04.644464448,2020,Slight,Single carriageway,Rural,18
2020-07-13 01:16:54.221422144,2020,Serious,One way street,Rural,2
2020-07-13 05:39:43.798379840,2020,Slight,Single carriageway,Urban,16
2020-07-13 10:02:33.375337536,2020,Slight,Single carriageway,Urban,10
2020-07-13 14:25:22.952295232,2020,Slight,Dual carriageway,Urban,14
2020-07-13 18:48:12.529252928,2020,Slight,Roundabout,Urban,17
2020-07-13 23:11:02.106210624,2020,Slight,Single carriageway,Urban,3
2020-07-14 03:33:51.683168320,2020,Slight,Dual carriageway,Urban,1
2020-07-14 07:56:41.260126016,2020,Slight,Dual carriageway,Rural,7
2020-07-14 12:19:30.837083712,2020,Fatal,Single carriageway,Rural,6
2020-07-14 16:42:20.414041408,2020,Serious,Single carriageway,Urban,6
2020-07-14 21:05:09.990999096,2020,Slight,Single carriageway,Urban,22
2020-07-15 01:27:59.567956792,2020,Serious,Single carriageway,Urban,16
2020-07-15 05:50:49.144914488,2020,Serious,Roundabout,Rural,8
2020-07-15 10:13:38.721872184,2020,Slight,Single carriageway,Rural,14
2020-07-15 14:36:28.298829880,2020,Slight,Dual carriageway,Rural,3
2020-07-15 18:59:17.875787576,2020,Slight,Dual carriageway,Urban,4
2020-07-15 23:22:07.452745272,2020,Slight,One way street,Urban,2
2020-07-16 03:44:57.029702968,2020,Slight,Single carriageway,Urban,10
2020-07-16 08:07:46.606660664,2020,Slight,Single carriageway,Urban,14
2020-07-16 12:30:36.183618360,2020,Slight,Single carriageway,Urban,12
2020-07-16 16:53:25.760576056,2020,Serious,Dual carriageway,Urban,13
2020-07-16 21:16:15.337533752,2020,Serious,Single carriageway,Urban,3
2020-07-17 01:39:04.914491448,2020,Slight,Dual carriageway,Urban,15
2020-07-17 06:01:54.491449144,2020,Slight,Single carriageway,Rural,13
2020-07-17 10:24:44.068406840,2020,Slight,Single carriageway,Rural,22
2020-07-17 14:47:33.645364536,2020,Slight,Roundabout,Rural,5
2020-07-17 19:10:23.222322232,2020,Serious,Roundabout,Urban,1
2020-07-17 23:33:12.799279928,2020,Serious,Single carriageway,Rural,10
2020-07-18 03:56:02.376237624,2020,Serious,Dual carriageway,Urban,4
2020-07-18 08:18:51.953195320,2020,Serious,Single carriageway,Urban,4
2020-07-18 12:41:41.530153016,2020,Fatal,Dual carriageway,Urban,5
2020-07-18 17:04:31.107110712,2020,Slight,Single carriageway,Urban,16
2020-07-18 21:27:20.684068408,2020,Slight,Single carriageway,Rural,10
2020-07-19 01:50:10.261026104,2020,Slight,Single carriageway,Rural,20
2020-07-19 06:12:59.837983800,2020,Slight,Single carriageway,Urban,2
2020-07-19 10:35:49.414941496,2020,Slight,Dual carriageway,Urban,22
2020-07-19 14:58:38.991899192,2020,Slight,Single carriageway,Urban,9
2020-07-19 19:21:28.568856888,2020,Fatal,Single carriageway,Urban,12
2020-07-19 23:44:18.145814584,2020,Slight,Single carriageway,Urban,19
2020-07-20 04:07:07.722772280,2020,Fatal,Single carriageway,Rural,11
2020-07-20 08:29:57.299729976,2020,Serious,Dual carriageway,Rural,3
2020-07-20 12:52:46.876687672,2020,Slight,Single carriageway,Urban,5
2020-07-20 17:15:36.453645368,2020,Slight,Dual carriageway,Urban,21
2020-07-20 21:38:26.030603064,2020,Slight,Roundabout,Urban,1
2020-07-21 02:01:15.607560752,2020,Slight,Single carriageway,Urban,21
2020-07-21 06:24:05.184518448,2020,Slight,Roundabout,Urban,16
2020-07-21 10:46:54.761476144,2020,Serious,Single carriageway,Urban,12
2020-07-21 15:09:44.338433840,2020,Slight,Single carriageway,Urban,7
2020-07-21 19:32:33.915391536,2020,Slight,Single carriageway,Urban,20
2020-07-21 23:55:23.492349232,2020,Slight,Single carriageway,Rural,0
2020-07-22 04:18:13.069306928,2020,Slight,Single carriageway,Urban,17
2020-07-22 08:41:02.646264624,2020,Slight,Single carriageway,Urban,5
2020-07-22 13:03:52.223222320,2020,Slight,Roundabout,Rural,8
2020-07-22 17:26:41.800180016,2020,Slight,Single carriageway,Rural,1
2020-07-22 21:49:31.377137712,2020,Slight,One way street,Urban,13
2020-07-23 02:12:20.954095408,2020,Slight,Single carriageway,Urban,3
2020-07-23 06:35:10.531053104,2020,Slight,Dual carriageway,Urban,2
2020-07-23 10:58:00.108010800,2020,Slight,Single carriageway,Rural,7
2020-07-23 15:20:49.684968496,2020,Slight,Single carriageway,Urban,11
2020-07-23 19:43:39.261926192,2020,Slight,Single carriageway,Urban,22
2020-07-24 00:06:28.838883888,2020,Slight,One way street,Rural,19
2020-07-24 04:29:18.415841584,2020,Slight,One way street,Rural,9
2020-07-24 08:52:07.992799280,2020,Slight,Single carriageway,Urban,14
2020-07-24 13:14:57.569756976,2020,Slight,Dual carriageway,Urban,18
2020-07-24 17:37:47.146714672,2020,Slight,Dual carriageway,Urban,9
2020-07-24 22:00:36.723672368,2020,Slight,Single carriageway,Urban,18
2020-07-25 02:23:26.300630064,2020,Serious,Single carriageway,Urban,15
2020-07-25 06:46:15.877587760,2020,Slight,Dual carriageway,Rural,16
2020-07-25 11:09:05.454545456,2020,Serious,Dual carriageway,Rural,23
2020-07-25 15:31:55.031503152,2020,Slight,Single carriageway,Rural,9
2020-07-25 19:54:44.608460848,2020,Slight,Single carriageway,Rural,1
2020-07-26 00:17:34.185418544,2020,Slight,Single carriageway,Urban,12
2020-07-26 04:40:23.762376240,2020,Serious,One way street,Urban,7
2020-07-26 09:03:13.339333936,2020,Serious,Single carriageway,Rural,1
